num,country,description,designation,points,price,region_1,region_2,title,variety,winery,lat,lng
106343,US,"A sizable percentage of Cabernet Franc (19%) makes it into this wine, as does 1% Viognier. Inky and plummy, it's a full-bodied, brawny mix of ripe plum, blackberry, leather and black pepper, well structured and built to age. Drink now through 2020.",,91,40,Napa Valley,Napa,Sequoia Grove 2012 Syrah (Napa Valley),Syrah,Sequoia Grove,38.4493173,-122.4119729
106360,Israel,"This wine has a bouquet of black currant, cassis and juniper berry. There is a very pleasant balance of fruit and cool herbal flavors, with an emphasis on black cherry, peach, anise and eucalyptus. The sense of coolness that persists on the palate is slightly overshadowed by a flash of brightness on the finish.",Matar Stratus,91,32,,,Pelter 2013 Matar Stratus Shiraz (Galilee),Shiraz,Pelter,33.0970342,35.7993708
106361,US,"From two vineyard sites and given thimblefuls of Grenache, Petite Sirah, Carignane, Malbec and Zinfandel, this wine is an ode to the winemaker's lifelong obsession with surfing, with a nod to the wildness of the California coast. Black licorice, dark plum and saddle wrap around tightly wound, powerful tannins and a pronounced minerality. Drink now through 2023.",Savage Coast,91,75,Russian River Valley,Sonoma,Longboard 2013 Savage Coast Syrah (Russian River Valley),Syrah,Longboard,38.607774,-122.866714
106364,US,"Tobacco and tar stand out in this densely packed, robustly built estate, 100% varietal wine. Full bodied, it's a study in dark chocolate and smoked meats, wrapped in oak and black pepper. There's some serious power to this wine.",Logging Road Vineyard Estate,91,32,Dry Creek Valley,Sonoma,Gustafson Family 2012 Logging Road Vineyard Estate Syrah (Dry Creek Valley),Syrah,Gustafson Family,38.67155,-123.031546
106391,Italy,"Made entirely with Syrah, this concentrated wine delivers plum, black pepper, cocoa, coffee, fleshy black cherry and notes of bay leaf. It's plush, soft and savory but it also seems shy on vibrancy and essential energy. Drink sooner rather than later.",Scrio,91,160,Toscana,,Le Macchiole 2010 Scrio Syrah (Toscana),Syrah,Le Macchiole,43.2078087,10.6117048
106426,Australia,"Straightforward Australian Shiraz, combining mulberry fruit with vanilla oak. It lacks richness and expansiveness on the palate. A solid effort, but a bit of a disappointment given the history of the label and the suggested pricing.",Classic Clare,86,45,Clare Valley,,Leasingham 2005 Classic Clare Shiraz (Clare Valley),Shiraz,Leasingham,-33.9958186,138.6589922
106442,US,"These are still young vines, and showing rather simple, though attractive, fruit flavors of raspberry, strawberry and red currant. Vague hints of pepper and rock suggest good things to come, but for now this is a bit of an underachiever for the price.",Stillwater Creek Vineyard,86,36,Washington,Washington Other,Coeur d'Alene 2005 Stillwater Creek Vineyard Syrah (Washington),Syrah,Coeur d'Alene,47.712147,-116.799609
106499,US,"This treads the line between slightly rustic and refined. The tannins are sandpapery, and it has lots of zingy acidity, making the wine feel a little rough. But the core of blackberry fruit is rich and dynamic. Probably not an ager, so give it a good decanting, and drink it over the next 2–3 years.",Idyll Times,87,35,San Benito County,Central Coast,Pessagno 2010 Idyll Times Syrah (San Benito County),Syrah,Pessagno,36.4808488,-121.4842889
106521,Italy,"Plump and meaty, this opens with dark aromas of blackberry, spice, crushed pepper and bresaola. This would drink well at informal occasions with family and friends.",,87,12,Sicilia,,Cusumano 2011 Syrah (Sicilia),Syrah,Cusumano,38.0623012,13.1014209
106537,US,"A whiff of leather introduces this tight, interesting, southern Oregon Syrah. Black fruits, iron filings, and smooth tannins mark a wine made from grapes that were carefully selected (just three rows of vines) and given special consideration by winemaker Herb Quady.",Reserve,88,50,Applegate Valley,Southern Oregon,Troon 2008 Reserve Syrah (Applegate Valley),Syrah,Troon,42.30534,-123.2213124
106561,US,This older vintage Syrah still has some fruit but otherwise shows drying tannins and leathery smoke.,Estate Bottled,85,18,Humboldt County,North Coast,Riverbend 2007 Estate Bottled Syrah (Humboldt County),Syrah,Riverbend,44.889011,-91.4607302
106571,US,"An aromatically interesting wine with notes of cherry, cedar and nori. The palate is flavorful with dry, rustic tannins.",Naches Heights Vineyard,85,21,Naches Heights,Columbia Valley,Naches Heights 2010 Naches Heights Vineyard Syrah (Naches Heights),Syrah,Naches Heights,46.6490311,-120.6585503
106589,US,"Soft, sweet in jammy raspberry and cherry fruit and caramelized oak, this Syrah is somewhat simple. It's good, but would benefit from greater structure.",Nolan Vineyards,85,27,Bennett Valley,Sonoma,Baldassari Family Wines 2007 Nolan Vineyards Syrah (Bennett Valley),Syrah,Baldassari Family Wines,38.5481186,-122.8166156
106591,US,"Jammy and yet still savory, a fairly straightforward Syrah from the Clements Hills area of Lodi, small production (240 cases), 100% varietal and made using native fermentation, the wine has solid tannin structure and a heady texture, but could use more oomph on the finish.",47.5 Degree Limited Release Syrah,85,35,Clements Hills,Central Valley,Borra 2008 47.5 Degree Limited Release Syrah Syrah (Clements Hills),Syrah,Borra,38.087363,-121.300027
106605,US,"After a string of successful vintages, this wine has an oven-baked fruit taste, like blackberry and cherry pie-filling that burbled out from the crust and got caramelized.",,83,45,Yountville,Napa,Rocca 2004 Syrah (Yountville),Syrah,Rocca,38.2382603,-122.2693365
106674,US,"Dilute red fruits and a tomato paste flavor are the story here, with no varietal character. Some earthy, roasted barrel flavors come up but are not well-integrated.",Red Café,83,25,Columbia Valley (WA),Columbia Valley,Vin du Lac 2011 Red Café Syrah (Columbia Valley (WA)),Syrah,Vin du Lac,47.8486269,-120.0360157
106730,US,"This fascinating wine comes from one of Oregon's highest vineyards, which grow at 2,000 feet. Superdense and impenetrably black, the fruit is steely and detailed, the flavors of black raspberries defined with crystal clarity.",Fortmiller Vineyard,90,50,Rogue Valley,Southern Oregon,Dobbes Family Estate 2012 Fortmiller Vineyard Syrah (Rogue Valley),Syrah,Dobbes Family Estate,45.2795302,-123.0078417
106794,US,"The aromas are fresh, with notes of cranberry, red currant, baking spice and Red Vines. The palate is on the lighter side of medium bodied, trailing a bit on the finish. The vineyard, one of the state's top Syrah sites, doesn't seem to stand out as much as it typically does.",Les Collines Vineyard,88,41,Walla Walla Valley (WA),Columbia Valley,Kontos 2014 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Kontos,46.0672222,-118.3394444
106818,New Zealand,"This plush, silky wine is a thrill ride from start to finish. Asphalt and black olive notes on the nose give it a rather rustic edge to start, but purer peppery notes emerge with air. And once past the funk, this shows layers of blueberry and mulberry fruit, maybe even a trace of apricot to go along with savory notes of olive and espresso that glide gracefully through the long, silky finish. Drink now–2025.",,94,35,,,Paritua 2014 Syrah (Hawke's Bay),Syrah,Paritua,-39.651094,176.7086333
106822,US,"The lilac, charcuterie, peat, smoke and black and green-olive aromas are tightly wound. The palate is focused, flavorful and energetic, showing depth and intensity while remaining quite light on its feet.",Armada Vineyard,94,95,Walla Walla Valley (WA),Columbia Valley,Cayuse 2013 Armada Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse,46.067169,-118.338774
106823,US,"The aromas pop with notes of funk, smoked meat, red fruit, flowers, stems and orange peel. It's compact out of the gate with concentrated, tightly wound, salty flavors of olive brine, crushed rock and violets. It shows an exquisite sense of balance and a crazy long finish.",En Cerise Vineyard,94,80,Walla Walla Valley (WA),Columbia Valley,Cayuse 2013 En Cerise Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse,46.067169,-118.338774
106844,US,"Aromas of ground violets, charcoal, smoke, iron, black fruit, tar and salami lead a salty, briny, expressive palate that shows depth concentration and elegance. A long finish caps it off.",En Chamberlain Vineyard,94,80,Walla Walla Valley (WA),Columbia Valley,Cayuse 2013 En Chamberlain Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse,46.067169,-118.338774
106886,US,"This wine brings out the variety's richness and depth of fruit flavors, while keeping the texture smooth and pleasing. It's very firm with tannins and acidity, yet not overly full-bodied. The ripe blackberry and cassis flavors have the intensity to match the structure and make for great balance overall.",,92,18,El Dorado,Sierra Foothills,Charles B. Mitchell 2012 Syrah (El Dorado),Syrah,Charles B. Mitchell,38.587658,-120.652308
106924,US,"This wine is blessed with velvety texture and bombastic ripeness, which leaves its plum and cherry fruit feeling baked and prune-like. The brawny fruit profile is accented with leather, tobacco and black pepper, finishing with a touch of heat.",Hyde Vineyard,87,45,Napa Valley,Napa,Mira 2013 Hyde Vineyard Syrah (Napa Valley),Syrah,Mira,38.386583,-122.3495947
106985,Australia,"Lush and creamy on the palate, this complex wine boasts flavors of slightly mossy, decaying cedar, molasses, damp earth and leather, all wrapped around a bright core of red berry. Supple and lasting on the finish. Drink now–2020.",Eastside,91,28,Clare Valley,,Pikes 2007 Eastside Shiraz (Clare Valley),Shiraz,Pikes,40.0269072,-79.1983852
106988,US,"This Columbia Valley Syrah boasts strong varietal aromatics. It seems to have a spine of iron and a streak of garrigue-like dried herb, with lovely flavors of pomegranate and wild berry.",,91,22,Columbia Valley (WA),Columbia Valley,Novelty Hill 2009 Syrah (Columbia Valley (WA)),Syrah,Novelty Hill,47.7353849,-122.1534983
106996,France,"Almost black in color, this is a Syrah to rival the most concentrated wines from the Rhône. It has weight, richness and power, its dark damson fruit flavors and tannins almost lost in all this intense fruit. Age for 3–4 years or drink now.",Le Syrah de Bouissel,89,18,Vin de Pays du Comté Tolosan,,Château Bouissel 2009 Le Syrah de Bouissel Syrah (Vin de Pays du Comté Tolosan),Syrah,Château Bouissel,43.8784745,1.3048674
107038,US,"This age-worthy wine was given plenty of time to develop in used French oak, and will stand up to further time in the cellar. Right now it offers structured depths of high-toned cherry and leather, with a floral flourish that keeps it bright and fresh despite its substantial concentration. Drink now through 2020.",Stagecoach Vineyard,92,50,Napa Valley,Napa,Epiphany 2012 Stagecoach Vineyard Syrah (Napa Valley),Syrah,Epiphany,35.8103483,-78.6144111
107087,Chile,"Graphite, wood grain, spice and black-fruit aromas are full and a touch funky. Tight, crisp and direct on the palate, this Syrah sports a good mouthfeel and toasty, herbal flavors of blackberry and mixed hard spices. Baked berry fruit flavors and chewy tannins are wrapped in an oaky finish. Drink through 2018.",Neblus,91,40,,,Viña Casablanca 2012 Neblus Syrah (Casablanca Valley),Syrah,Viña Casablanca,-33.3174912,-71.4349889
107095,US,"This wine from a biodynamic vineyard is powerfully spicy on the nose, with aromas of ginger snaps, cloves, nutmeg and Indian spices seasoning the bloody meats and blackberry core. Oregano and other chopped, dried herbs flavor the palate, with black pepper, blackberry syrup and licorice combining for a savory sipping experience.",Ampelos,91,50,Sta. Rita Hills,Central Coast,Jaffurs 2012 Ampelos Syrah (Sta. Rita Hills),Syrah,Jaffurs,34.4241667,-119.6836111
107100,Chile,"Jammy, earthy, chocolaty blackberry aromas come with a minerally note of vitamins and grit. This is bold and lively on the palate, with black plum, brandied cherry, herb and charred-oak flavors. Burnt toast and blackened berry flavors finish woody, chocolaty and lemony.",EQ,91,43,,,Matetic 2012 EQ Syrah (San Antonio),Syrah,Matetic,-33.478617,-71.4768974
107102,US,"The scents of chaparral consume the nose of this rather high-alcohol wine, with crushed anise, dew-soaked sage, chemise and wild mint aromas spicing up a leathery boysenberry base. Rich flavors of black cherry extract, black cloves and vanilla decorate a grippy, mouth-tingling palate.",Vista Del Monte Vineyard Reserve,91,70,Temecula Valley,South Coast,Monte De Oro 2009 Vista Del Monte Vineyard Reserve Syrah (Temecula Valley),Syrah,Monte De Oro,33.5453761,-117.0461618
107103,US,"Aromas and flavors range from charred wood to black cherry to white pepper to wild herbs. The complexity and diversity of tastes is fascinating, a reminder of how wild this grape variety can be. It's full bodied, smooth textured and firmly tannic.",The Heritage Collection,91,13,Lodi,Central Valley,Peirano 2013 The Heritage Collection Syrah (Lodi),Syrah,Peirano,38.1817856,-121.2632065
107128,US,"This wine provides plenty of aromatic intrigue, with notes of wet stone, black pepper and umami. The savory and citrus flavors are quite restrained, showing a lot of elegance.",,89,30,,,Telaya 2014 Syrah,Syrah,Telaya,43.622923,-116.2351213
107135,US,"There is a lot of promise in this bottling from a single vineyard 1,200 feet above the Malibu coast. Baked blackberry, red plum and sultry strawberry notes appear alongside savory roasted beef and herbs. There's enough pepper on the palate to indicate Syrah, but the fruit is lighter than usual, with bramble and raspberry lifted by touches of fennel and dill.",,89,30,California,California Other,Malibu 2014 Syrah (California),Syrah,Malibu,34.0973288,-118.8327228
107225,Chile,"The distinct smell of fresh asphalt along with leather, burnt coffee, charred oak and black cherry make up the nose. In the mouth, this wine is wiry and acidic. Spiced black-plum flavors are peppery, riding a beam of acidity on a finish that could use more weight and tannins for balance. Drink through 2024.",CJ's Barrel,89,44,,,Kingston Family 2015 CJ's Barrel Syrah (Casablanca Valley),Syrah,Kingston Family,-33.317081,-71.460571
107325,US,"Give this Syrah a few hours of decanting and drink it now. It's dry, full bodied and dense in blackberry, blueberry, bacon, pepper and oak flavors. Shows real elegance and class, but not an ager.",Estate Grown,87,40,Carneros,Napa-Sonoma,Broadway Vineyards 2009 Estate Grown Syrah (Carneros),Syrah,Broadway Vineyards,38.2636128,-122.4606322
107326,Italy,"The winemaking efforts of Lazio (the region that houses the Italian capital, Rome) are slowly being noticed thanks to an admittedly small group of quality-minded producers. This Syrah shows ripe fruit and soft roundness with elements of prune, coffee and cherry liqueur.",Syranto,87,15,Lazio,,Cantine Lupo 2010 Syranto Syrah (Lazio),Syrah,Cantine Lupo,41.5507501,12.7608154
107394,US,"Stewed olallieberries and black cherries gain nuance from concentrated red rose petals, cola and gravel on this wine from Riverside County. Like many of this winery's bottlings, the palate shows lots of barrel influence, with strong vanilla elements laced amidst blueberry and lighter red fruits.",Lot 451,88,48,Temecula Valley,South Coast,Lorenzi Estate 2011 Lot 451 Syrah (Temecula Valley),Syrah,Lorenzi Estate,33.5420218,-117.0287719
107406,US,"Clifton Hill Syrah looks and smells the way you'd hope it would, black in the center, purple/garnet at the edges, peppery and loaded with sweet grapey fruit. Viognier skins—not juice—added to the fermenter elevate the aromas with floral and citrus accents. It's juicy and fairly light in flavor, but clean and very fresh, with no new oak.",Clifton Hill Vineyard,89,38,Wahluke Slope,Columbia Valley,Chatter Creek 2005 Clifton Hill Vineyard Syrah (Wahluke Slope),Syrah,Chatter Creek,51.4969062,-117.1747589
107464,US,"Kirsch, wet stone, lavender and dried herb aromas are followed by ripe jazzy generous dark-fruit flavors. Fine-grained tannins provide support, with a supple mouthfeel piquing the interest.",Morrison Lane,94,55,Walla Walla Valley (WA),Columbia Valley,K Vintners 2013 Morrison Lane Syrah (Walla Walla Valley (WA)),Syrah,K Vintners,46.0854763,-118.2503954
107465,US,"Kirsch, brown stem, herb and olive aromas give way to a powerful mouthful of black fruit speckled with savory accents. The finish lingers.",The Deal Sundance,94,40,Walla Walla Valley (WA),Columbia Valley,K Vintners 2013 The Deal Sundance Syrah (Walla Walla Valley (WA)),Syrah,K Vintners,46.0854763,-118.2503954
107466,US,"Hailing from the state's oldest Syrah vineyard, this wine displays aromas of pure blue fruit, assorted herbs and whiffs of smoked meat. The palate is dense and seamless, with fine-grained tannins providing support. Its best days are far in front of it. Best from 2022–2030.",La Côte Patriarche,94,60,Yakima Valley,Columbia Valley,Betz Family 2014 La Côte Patriarche Syrah (Yakima Valley),Syrah,Betz Family,47.7188972,-122.1329025
107467,US,"This wine is a blend of fruit from Ranch at the End of the Road and Ciel du Cheval vineyards. Brooding aromas of dark raspberries, black plum, spice and mineral are followed by ripe generous full-bodied fruit flavors that display a lot of hedonism while retaining a spot-on sense of balance. It's sensational.",La Côte Rousse,94,60,Red Mountain,Columbia Valley,Betz Family 2014 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family,47.7188972,-122.1329025
107517,US,"Tannic and drying, this offers simple black cherry fruit that thins out and finishes quickly. It's just a cut above generic.",,86,27,Oregon,Oregon Other,Twill 2014 Syrah (Oregon),Syrah,Twill,45.362353,-122.6864737
107523,Portugal,"With perfumed black-currant and damson fruitiness, this is a juicy wine. That freshness contrasts with a firm texture, chocolate and smoky flavors and a tannic aftertaste. Drink from 2018.",Reserva,86,18,,,Quinta da Lapa 2014 Reserva Syrah (Tejo),Syrah,Quinta da Lapa,39.2362282,-8.8813953
107572,US,"Savory on the nose with enough sweet blueberry to make it varietally enticing, this light purplish Syrah is well-balanced, pleasing and well-made, ready to drink now with a range of foods, its alcohol in proportion and acidity right on target. Wente blends in small percentages of Counoise, Petite Sirah, Mourvèdre and Tempranillo into this great-value Syrah. Delicious.",Shorthorn Canyon,88,15,Livermore Valley,Central Coast,Wente 2008 Shorthorn Canyon Syrah (Livermore Valley),Syrah,Wente,37.6641667,-121.7252778
107577,France,"An easily accessible, easy-drinking style of Crozes-Hermitage, Ferraton's 2007 La Matinière displays a lovely balance between clean red fruit (cherries, raspberries), baking spices, cracked pepper and a faintly herbal tinge. Drink it now and over the next few years.",La Matinière,88,22,Crozes-Hermitage,,Ferraton Pere et Fils 2007 La Matinière  (Crozes-Hermitage),Syrah,Ferraton Pere et Fils,45.068448,4.840136
107584,Australia,"This medium- to full-bodied Shiraz features a welcoming mix of mulberries and vanilla, overtaken by cedary flavors on the finish, where the fruit turns crisp. A slab of charred steak would match the woody notes nicely. Drink now–2013.",Shotfire,88,24,Barossa,,Thorn Clarke 2008 Shotfire Shiraz (Barossa),Shiraz,Thorn Clarke,-34.502639,139.077086
107606,US,"Blackberry, blueberry pie and plum fruit flavors are nicely welded to smooth barrel flavors that bring in coffee, licorice, toasted walnuts and mocha. This is definitely a fruit and barrel wine, thoroughly delicious but without the funk or minerality of Walla Walla Syrahs.",,92,55,Columbia Valley (WA),Columbia Valley,Corliss Estates 2004 Syrah (Columbia Valley (WA)),Syrah,Corliss Estates,46.0711124,-118.3438796
107678,US,"Quite vibrant and floral on the nose, this shows deep blackberry and both dried and fresh purple-flower elements as well as a baked berry pastry. The flavors are well integrated on the palate, where cooked blackberries in a vanilla pie crust combine with juicy strawberry, peppercorns and rosemary spice.",,90,40,Sta. Rita Hills,Central Coast,Kessler-Haak 2013 Syrah (Sta. Rita Hills),Syrah,Kessler-Haak,34.666442,-120.354708
107690,Italy,"Made entirely with Syrah, this has aromas of mature black-skinned fruit, French oak, leather and cedar. The full-bodied palate offers cured meat, dried blackberry, ground pepper and anise alongside firm, fine-grained tannins.",Scrio,91,175,Toscana,,Le Macchiole 2012 Scrio Syrah (Toscana),Syrah,Le Macchiole,43.2078087,10.6117048
107718,Australia,"A good wine at a good price, the 2006 Jim-Jim Shiraz offers bouncy raspberry fruit, hints of cracked pepper and vanilla and a medium-bodied, reasonably lush mouthfeel. Multiple U.S. importers.",Jim Jim,86,12,McLaren Vale,,Hugh Hamilton 2005 Jim Jim Shiraz (McLaren Vale),Shiraz,Hugh Hamilton,-35.2310009,138.5614382
107737,US,"The real deal in a cool-climate Syrah. Dark and broodingly dry, it smells like grilled lamb, roasted rosemary, white pepper and other Provençal herbs, blackberries, cassis and smoky oak. High in alcohol but balanced, this 100% varietal wine is huge, powerful, dramatic and tannic. Drink it soon with the best grilled meats.",Upper Crust,94,50,Santa Maria Valley,Central Coast,Babcock 2009 Upper Crust Syrah (Santa Maria Valley),Syrah,Babcock,34.66738,-120.33492
107811,US,"A beautiful Syrah perfect for drinking now. It's softly tannic and dry, but very fruity, with forward flavors of blackberries, cherries, raspberries and milk chocolate, and an earthier grounding of tobacco, anise and leather.",Wine Creek Ranch,90,28,Dry Creek Valley,Sonoma,Quivira 2006 Wine Creek Ranch Syrah (Dry Creek Valley),Syrah,Quivira,38.6561829,-122.9380601
107862,US,"This opens with inviting aromas of wet hay, espresso grounds, peat moss and pipe tobacco. In the mouth the fruit kicks in—cassis and black cherry—with plenty of acid. The tobacco note rings clearly all through a long, satisfying finish. Fermented with native yeasts, 43% whole cluster, and aged for nine months in new French oak, it's a wine with a solid decade of life ahead.",Sentience Estate Grown,93,55,Applegate Valley,Southern Oregon,Cowhorn 2013 Sentience Estate Grown Syrah (Applegate Valley),Syrah,Cowhorn,42.153753,-123.046164
107962,US,"In sharp contrast to the heavily oaked companion Syrahs from Bergevin Lane, the Oui Deux puts the fruit up front. Spicy and sharp-toned, it was co-fermented with 5% Viognier, and for all practical terms is a Stonetree Vineyard bottling. It should continue to improve nicely with a couple more years of bottle age.",Oui Deux,88,32,Wahluke Slope,Columbia Valley,Bergevin Lane 2008 Oui Deux Syrah (Wahluke Slope),Syrah,Bergevin Lane,46.0687036,-118.3380734
107969,US,"Quite oaky, the barrel flavors not yet integrated into the fruit, this starts out rough, then rolls into clean, light, pleasant boysenberry fruit flavors. Should continue to improve with more time in the bottle.",McKinley Springs Vineyard,88,33,Horse Heaven Hills,Columbia Valley,Mercer 2008 McKinley Springs Vineyard Syrah (Horse Heaven Hills),Syrah,Mercer,33.9995419,-81.3686434
107999,Australia,"Mitolo's top Shiraz offering from 2007 is its Savitar bottling, from McLaren Vale. This full-bodied, creamy, lush, expansive wine features aromas of toast and vanilla upfront, followed by mixed berries that seem to grow in intensity with every sip. Drink now-2020.",Savitar,93,75,McLaren Vale,,Mitolo 2007 Savitar Shiraz (McLaren Vale),Shiraz,Mitolo,-35.2286753,138.5664969
108015,US,"Still wound tight, it shows promise via its peppery underbelly surrounding a core of raspberry, cedar and herb. Made from California grapes at a Vermont-based winery.",Reserve,86,35,,,Honora NV Reserve Syrah (America),Syrah,Honora,42.7946385,-72.8199534
108084,US,"This wine has some off aromas, seeming to show some oxygen exposure, which distracts from its notes of orange peel and spice. The palate is considerably better but struggles to make up the difference.",,86,36,Columbia Valley (WA),Columbia Valley,Hawkins Cellars 2014 Syrah (Columbia Valley (WA)),Syrah,Hawkins Cellars,45.7247178,-121.5812167
108126,US,"Tasting kind of sweet for a Syrah, this has flavors of blackberry jam, coffee and spice.",Anna's Vineyard,86,32,Paso Robles,Central Coast,Adelaida 2009 Anna's Vineyard Syrah (Paso Robles),Syrah,Adelaida,35.645236,-120.802497
108149,US,"Aromatically pleasing, this suggests fresh blueberry pie, with a whiff of smoked meat. It's straightforward with huckleberry and mocha flavors, trailing slightly toward the finish.",Grand Estates,88,12,Columbia Valley (WA),Columbia Valley,Columbia Crest 2012 Grand Estates Syrah (Columbia Valley (WA)),Syrah,Columbia Crest,45.9570837,-119.6095194
108152,Argentina,"This meaty, ripe Syrah is smoky and deep on the nose, with lusty berry aromas. The palate is tannic but supported by bold, fleshy blackberry flavors backed by maple, vanilla and burnt toast. Caramel richness makes its way onto the finish, which is rocky and tannic but tastes good. This value Syrah was built for grilled meat.",Cosecha Nocturna,88,12,Mendoza,,Domiciano de Barrancas 2012 Cosecha Nocturna Syrah (Mendoza),Syrah,Domiciano de Barrancas,-33.078347,-68.6934422
108167,US,"This 100% varietal wine offers lightly volatile notes of vanilla, coconut, pepper and dried cherries. The fruit flavors show good concentration along with a beguiling feel and a finish that lingers. Although the wood takes center stage, it plays its part well.",Coyote Canyon Vineyard,88,32,Horse Heaven Hills,Columbia Valley,Northwest Cellars 2010 Coyote Canyon Vineyard Syrah (Horse Heaven Hills),Syrah,Northwest Cellars,47.706254,-122.1782373
108212,US,This wine bears a strong resemblance to its sibling from one block over in with its berry and flower aromas. The palate however brings more lushness and texture that persists through the finish.,Aerial Series Block 19 Weinbau Vineyard,91,54,Wahluke Slope,Columbia Valley,Revelry 2013 Aerial Series Block 19 Weinbau Vineyard Syrah (Wahluke Slope),Syrah,Revelry,46.0142382,-118.3848474
108237,US,"Coming from one of the state's premier Syrah vineyards, the aromas of violets, dried herbs, brown stems and smoked meat pop. The fruit and savory flavors show an exquisite sense of balance that persists through the extended finish.",Les Collines Vineyard,92,65,Walla Walla Valley (WA),Columbia Valley,Va Piano 2013 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Va Piano,46.003999,-118.371124
108239,France,"Like the La Louvée, this wine is plummy and superripe, wrapped in toasty, cedary oak. It's savory as well, with meaty notes carried along by waves of richness. The finish is lined with mouthcoating tannins, suggesting a few years of cellaring are warranted. Drink 2018–2030.",Les Ruchets,92,85,Cornas,,Jean-Luc Colombo 2011 Les Ruchets  (Cornas),Syrah,Jean-Luc Colombo,44.9611044,4.8499628
108249,US,"A concentrated, full-bodied and dense explosion of chocolate, plum jam and smoky oak, this wine is powerful and well integrated, smooth on the palate with its oak well tucked in. From a mighty mountainous vineyard, it captures the soul of the variety from a standpoint of ripeness and grip.",Black Bart Stagecoach Vineyard,92,75,Napa Valley,Napa,Krupp Brothers 2013 Black Bart Stagecoach Vineyard Syrah (Napa Valley),Syrah,Krupp Brothers,38.3482586,-122.2799171
108251,India,"Deep garnet in the glass, this wine has a nose of blackberry and roasting meat. It offers a sophisticated mélange of flavors, in particular ripe red cherry, smoke, roasting meat, cranberry and light spice with a hint of brambles. It is very bright on entry, but tannins sneak up and then linger on the gums beyond a smooth finish that is punctuated by a touch of smoke.",Dindori Reserve,92,19,,,Sula 2014 Dindori Reserve Shiraz (Nashik),Shiraz,Sula,20.0068729,73.6885
108260,Australia,"This light- to medium-bodied Shiraz is crisp and tart, yet also shows some dried-fruit character on the finish.",Masterpeace,83,10,South Eastern Australia,,Andrew Peace 2009 Masterpeace Shiraz (South Eastern Australia),Shiraz,Andrew Peace,-35.0653497,143.3329153
108276,Argentina,"Scratchy, reedy raspberry aromas set up an edgy, tight and drying wash of tart plum fruit and then a peppery, woodspiced finish. Tart and astringent overall.",,82,12,Mendoza,,Argana 2010 Syrah (Mendoza),Syrah,Argana,35.7919444,-78.7741667
108278,US,"Sweet and simple, with jammy raspberry and bubblegum flavors.",,82,7,California,California Other,Barefoot NV Shiraz (California),Shiraz,Barefoot,33.7985221,-78.7460726
108336,US,"There are subtle wild cherry and blackberry high notes in this stellar Syrah, much of it whole-cluster pressed from a cool site in a cool year. That combination of site and year dance into a peppery, leathery, savory, slightly smoky Syrah, medium in body, that's more about complexity and finesse than power.",The Recluse Broken Leg Vineyard,93,40,Anderson Valley,,Donkey & Goat 2011 The Recluse Broken Leg Vineyard Syrah (Anderson Valley),Syrah,Donkey & Goat,36.0733637,-79.1001572
108427,US,"Forward, sappy and fruity, this has excellent structure and plenty of ripe berry flavor. It has supporting acids that lend a touch of citrus, plus a streak of vanilla that runs through the finish.",,89,19,Southern Oregon,Southern Oregon,Abacela 2009 Syrah (Southern Oregon),Syrah,Abacela,43.1269652,-123.4474946
108438,US,"This rich Syrah beguiles with its soft, velvety texture and delicious flavors of blackberry, chocolate, bacon and black pepper. High in alcohol, but a fine follow-up to the very good 2007. Drink now.",River Road Ranch,89,32,Russian River Valley,Sonoma,Trione 2008 River Road Ranch Syrah (Russian River Valley),Syrah,Trione,38.6878976,-122.8803154
108547,South Africa,"Balancing foliage notes of sous bois, eucalyptus and purple florals mingle perfectly with the ripe blackberry and cherry flavors. Full and creamy with medium acidity and fine tannins. A touch of black pepper and roasted espresso graces the long finish.",Wolfkloof,89,19,,,Robertson Winery 2007 Wolfkloof Shiraz (Robertson),Shiraz,Robertson Winery,-33.8061828,19.8741613
108665,Australia,"Like virtually all of Penfolds' top-end reds, this is full bodied and densely concentrated. As it's aged solely in large vats, there's no oak influence and the wine needs a bit of bottle age to come around. For now, it's a bit monolithic, showing hints of mint, black olive and ripe raspberries before ending long and fine. Drink 2017–2030, and perhaps beyond.",St. Henri,94,65,South Australia,,Penfolds 2008 St. Henri Shiraz (South Australia),Shiraz,Penfolds,-34.920878,138.679919
108680,US,"The color is light and the black and green olive, smoked meat and savory aromas are reserved. However, there's an elegant yet rich, captivating feel to the savory flavors that make this wine hard to resist.",The Unnamed Estate,92,65,Walla Walla Valley (WA),Columbia Valley,Reynvaan Family Vineyards 2012 The Unnamed Estate Syrah (Walla Walla Valley (WA)),Syrah,Reynvaan Family Vineyards,46.0130594,-118.2284574
108697,US,"From this winery's young estate vineyard, this displays aromas of crushed rock, plum, raspberries and herbs along with coffee accents. It's rich and concentrated with layers of red and black fruit flavors. A firm squeeze of grainy tannins could use additional time to unwind. It will be best from 2020 to 2025.",Estate,92,65,Red Mountain,Columbia Valley,Force Majeure 2012 Estate Syrah (Red Mountain),Syrah,Force Majeure,47.7631003,-122.1495286
